STORE_NBR,YEARMONTH,totSales,nCustomers,nTxn,nChips,nTxnPerCust,nChipsPerTxn,avgPricePerUnit
112,201812,801.0,92,119,238,1.2934782608695652,2.0,3.365546218487395
112,201901,905.2,99,133,266,1.3434343434343434,2.0,3.4030075187969926
113,201807,875.6,99,124,248,1.2525252525252526,2.0,3.5306451612903227
113,201808,929.1,101,135,258,1.3366336633663367,1.9111111111111112,3.6011627906976744
113,201809,890.8000000000001,95,123,246,1.2947368421052632,2.0,3.6211382113821142
113,201810,834.0,85,113,226,1.3294117647058823,2.0,3.690265486725664
113,201811,835.8000000000001,94,120,240,1.2765957446808511,2.0,3.4825000000000004
113,201812,915.4,100,126,252,1.26,2.0,3.6325396825396825
113,201901,724.0,87,107,214,1.2298850574712643,2.0,3.383177570093458
114,201807,913.4,102,129,258,1.2647058823529411,2.0,3.5403100775193797
114,201808,822.25,100,124,229,1.24,1.846774193548387,3.5906113537117905
114,201809,846.8,101,124,248,1.2277227722772277,2.0,3.414516129032258
114,201810,1023.0,110,137,274,1.2454545454545454,2.0,3.7335766423357666
114,201811,866.2,100,123,246,1.23,2.0,3.521138211382114
114,201812,845.8,93,117,234,1.2580645161290323,2.0,3.614529914529914
114,201901,827.0,91,112,224,1.2307692307692308,2.0,3.6919642857142856
115,201807,338.1,46,51,99,1.108695652173913,1.9411764705882353,3.4151515151515155
115,201808,288.4,42,45,78,1.0714285714285714,1.7333333333333334,3.697435897435897
115,201809,288.8,40,40,79,1.0,1.975,3.6556962025316455
115,201810,249.4,35,36,71,1.0285714285714285,1.9722222222222223,3.5126760563380284
115,201811,306.5,46,46,91,1.0,1.9782608695652173,3.368131868131868
115,201812,389.40000000000003,50,53,103,1.06,1.9433962264150944,3.780582524271845
115,201901,317.0,42,45,88,1.0714285714285714,1.9555555555555555,3.602272727272727
116,201807,814.2,89,116,232,1.303370786516854,2.0,3.50948275862069
116,201808,778.7,97,123,230,1.268041237113402,1.8699186991869918,3.385652173913044
116,201809,847.4,91,114,228,1.2527472527472527,2.0,3.716666666666667
116,201810,819.8,100,122,244,1.22,2.0,3.3598360655737705
116,201811,779.8000000000001,83,109,218,1.3132530120481927,2.0,3.5770642201834866
116,201812,861.0,103,127,254,1.233009708737864,2.0,3.3897637795275593
116,201901,816.6,100,120,240,1.2,2.0,3.4025000000000003
118,201807,744.2,86,106,212,1.2325581395348837,2.0,3.510377358490566
118,201808,737.35,100,117,215,1.17,1.8376068376068375,3.4295348837209305
118,201809,692.4,84,98,196,1.1666666666666667,2.0,3.5326530612244897
118,201810,718.2,83,100,200,1.2048192771084338,2.0,3.591
118,201811,662.6,80,97,194,1.2125,2.0,3.4154639175257735
118,201812,906.0,107,132,264,1.233644859813084,2.0,3.4318181818181817
118,201901,925.0,94,128,256,1.3617021276595744,2.0,3.61328125
119,201807,982.6,100,117,232,1.17,1.982905982905983,4.235344827586207
119,201808,904.4,96,111,208,1.15625,1.8738738738738738,4.348076923076923
119,201809,906.8000000000001,95,105,207,1.105263157894737,1.9714285714285715,4.380676328502416
119,201810,809.8,88,96,188,1.0909090909090908,1.9583333333333333,4.307446808510638
119,201811,888.7,92,103,201,1.1195652173913044,1.9514563106796117,4.421393034825871
119,201812,922.6,94,108,215,1.148936170212766,1.9907407407407407,4.291162790697674
119,201901,894.3,88,106,203,1.2045454545454546,1.9150943396226414,4.405418719211823
120,201807,79.2,22,22,24,1.0,1.0909090909090908,3.3000000000000003
120,201808,242.9,54,60,70,1.1111111111111112,1.1666666666666667,3.47
120,201809,134.5,32,37,40,1.15625,1.0810810810810811,3.3625
120,201810,101.0,25,25,28,1.0,1.12,3.607142857142857
120,201811,118.7,33,33,33,1.0,1.0,3.596969696969697
120,201812,123.7,31,33,37,1.064516129032258,1.121212121212121,3.3432432432432435
120,201901,179.4,44,45,48,1.0227272727272727,1.0666666666666667,3.7375000000000003
121,201807,377.9,54,60,103,1.1111111111111112,1.7166666666666666,3.668932038834951
121,201808,278.0,51,53,84,1.0392156862745099,1.5849056603773586,3.3095238095238093
121,201809,330.8,48,51,88,1.0625,1.7254901960784315,3.7590909090909093
121,201810,262.8,42,44,74,1.0476190476190477,1.6818181818181819,3.5513513513513515
121,201811,245.4,40,44,76,1.1,1.7272727272727273,3.2289473684210526
121,201812,293.8,46,48,84,1.0434782608695652,1.75,3.4976190476190476
121,201901,275.0,49,52,84,1.0612244897959184,1.6153846153846154,3.2738095238095237
122,201807,832.4,95,121,242,1.2736842105263158,2.0,3.4396694214876034
122,201808,819.2,101,123,227,1.2178217821782178,1.8455284552845528,3.608810572687225
122,201809,831.0,96,118,236,1.2291666666666667,2.0,3.5211864406779663
122,201810,821.2,94,120,240,1.2765957446808511,2.0,3.421666666666667
122,201811,710.0,80,103,206,1.2875,2.0,3.4466019417475726
122,201812,804.0,95,111,222,1.168421052631579,2.0,3.6216216216216215
122,201901,813.8,90,115,230,1.2777777777777777,2.0,3.5382608695652173
123,201807,977.9,99,113,225,1.1414141414141414,1.991150442477876,4.346222222222222
123,201808,1266.3,128,144,285,1.125,1.9791666666666667,4.443157894736842
123,201809,1103.2,106,129,256,1.2169811320754718,1.9844961240310077,4.309375
123,201810,1184.1,116,134,264,1.1551724137931034,1.9701492537313432,4.485227272727272
123,201811,1116.7,116,132,261,1.1379310344827587,1.9772727272727273,4.278544061302682
123,201812,1014.6,100,118,231,1.18,1.9576271186440677,4.392207792207793
123,201901,914.6,92,105,209,1.141304347826087,1.9904761904761905,4.376076555023923
124,201807,99.3,27,27,30,1.0,1.1111111111111112,3.31
124,201808,198.2,37,39,52,1.054054054054054,1.3333333333333333,3.8115384615384613
124,201809,133.7,33,34,39,1.0303030303030303,1.1470588235294117,3.428205128205128
124,201810,168.9,38,38,45,1.0,1.1842105263157894,3.7533333333333334
124,201811,195.6,46,47,55,1.0217391304347827,1.1702127659574468,3.556363636363636
124,201812,157.5,34,38,45,1.1176470588235294,1.1842105263157894,3.5
124,201901,142.9,35,35,41,1.0,1.1714285714285715,3.4853658536585366
125,201807,999.0,95,118,236,1.2421052631578948,2.0,4.233050847457627
125,201808,1002.55,105,122,230,1.161904761904762,1.8852459016393444,4.35891304347826
125,201809,1145.8,119,134,268,1.1260504201680672,2.0,4.275373134328358
125,201810,1059.5,106,119,237,1.1226415094339623,1.9915966386554622,4.470464135021097
125,201811,1115.6,119,134,267,1.1260504201680672,1.992537313432836,4.178277153558052
125,201812,1167.6,115,134,267,1.1652173913043478,1.992537313432836,4.373033707865168
125,201901,1048.5,104,123,244,1.1826923076923077,1.983739837398374,4.297131147540983
126,201807,301.0,32,35,70,1.09375,2.0,4.3
126,201808,273.5,34,34,63,1.0,1.8529411764705883,4.341269841269841
126,201809,351.4,37,41,81,1.1081081081081081,1.975609756097561,4.338271604938272
126,201810,327.4,34,38,76,1.1176470588235294,2.0,4.307894736842105
126,201811,422.7,45,48,95,1.0666666666666667,1.9791666666666667,4.449473684210526
126,201812,433.8,47,48,96,1.0212765957446808,2.0,4.51875
126,201901,411.0,44,46,91,1.0454545454545454,1.9782608695652173,4.516483516483516
127,201807,37.9,7,7,11,1.0,1.5714285714285714,3.4454545454545453
127,201808,29.5,6,6,9,1.0,1.5,3.2777777777777777
127,201809,33.6,4,4,7,1.0,1.75,4.8
127,201810,19.0,4,4,6,1.0,1.5,3.1666666666666665
127,201811,27.3,6,6,9,1.0,1.5,3.033333333333333
127,201812,8.3,2,2,2,1.0,1.0,4.15
127,201901,36.4,8,8,12,1.0,1.5,3.033333333333333
128,201807,965.6,110,136,272,1.2363636363636363,2.0,3.5500000000000003
128,201808,858.1,97,130,257,1.3402061855670102,1.976923076923077,3.338910505836576
128,201809,881.6,105,133,266,1.2666666666666666,2.0,3.3142857142857145
128,201810,1040.0,107,146,292,1.3644859813084111,2.0,3.5616438356164384
128,201811,954.8,104,135,270,1.2980769230769231,2.0,3.536296296296296
128,201812,982.0,108,138,276,1.2777777777777777,2.0,3.5579710144927534
128,201901,804.0,94,112,224,1.1914893617021276,2.0,3.5892857142857144
129,201807,644.6,74,93,186,1.2567567567567568,2.0,3.4655913978494626
129,201808,815.6,91,117,224,1.2857142857142858,1.9145299145299146,3.6410714285714287
129,201809,830.8,86,115,230,1.3372093023255813,2.0,3.612173913043478
129,201810,731.8,83,104,208,1.2530120481927711,2.0,3.5182692307692305
129,201811,647.0,75,92,184,1.2266666666666666,2.0,3.516304347826087
129,201812,718.8,88,107,214,1.2159090909090908,2.0,3.358878504672897
129,201901,839.0,91,120,240,1.3186813186813187,2.0,3.495833333333333
130,201807,1207.5,118,142,282,1.2033898305084745,1.9859154929577465,4.281914893617022
130,201808,1162.55,120,144,271,1.2,1.8819444444444444,4.289852398523985
130,201809,879.8,91,104,207,1.1428571428571428,1.9903846153846154,4.2502415458937195
130,201810,1305.5,134,151,301,1.126865671641791,1.9933774834437086,4.337209302325581
130,201811,1060.1,106,121,241,1.1415094339622642,1.9917355371900827,4.398755186721991
130,201812,1084.5,112,124,243,1.1071428571428572,1.9596774193548387,4.462962962962963
130,201901,1033.8,110,118,236,1.0727272727272728,2.0,4.380508474576271
131,201807,254.4,53,57,73,1.0754716981132075,1.280701754385965,3.484931506849315
131,201808,225.3,43,44,62,1.0232558139534884,1.4090909090909092,3.633870967741936
131,201809,181.0,36,37,46,1.0277777777777777,1.2432432432432432,3.9347826086956523
131,201810,214.6,47,49,62,1.0425531914893618,1.2653061224489797,3.4612903225806453
131,201811,210.9,47,48,60,1.0212765957446808,1.25,3.515
131,201812,158.0,35,36,49,1.0285714285714285,1.3611111111111112,3.2244897959183674
131,201901,184.7,43,45,54,1.0465116279069768,1.2,3.42037037037037
132,201807,52.3,11,11,17,1.0,1.5454545454545454,3.076470588235294
132,201808,24.200000000000003,4,4,7,1.0,1.75,3.4571428571428577
132,201809,39.4,5,5,10,1.0,2.0,3.94
132,201810,54.8,9,9,16,1.0,1.7777777777777777,3.425
132,201811,39.3,6,6,11,1.0,1.8333333333333333,3.5727272727272723
132,201812,26.2,4,4,8,1.0,2.0,3.275
132,201901,27.0,4,4,8,1.0,2.0,3.375
133,201807,971.6,104,139,278,1.3365384615384615,2.0,3.4949640287769785
133,201808,799.0,106,129,236,1.2169811320754718,1.8294573643410852,3.385593220338983
133,201809,857.6,105,127,254,1.2095238095238094,2.0,3.3763779527559055
133,201810,937.4,110,136,272,1.2363636363636363,2.0,3.4463235294117647
133,201811,837.0,96,122,244,1.2708333333333333,2.0,3.430327868852459
133,201812,989.6,107,144,288,1.3457943925233644,2.0,3.4361111111111113
133,201901,1022.8000000000001,110,145,290,1.3181818181818181,2.0,3.526896551724138
134,201807,388.6,44,46,92,1.0454545454545454,2.0,4.2239130434782615
134,201808,417.35,47,52,96,1.1063829787234043,1.8461538461538463,4.347395833333334
134,201809,412.8,48,49,98,1.0208333333333333,2.0,4.2122448979591836
134,201810,463.2,47,52,104,1.1063829787234043,2.0,4.453846153846154
134,201811,467.6,54,56,112,1.037037037037037,2.0,4.175
134,201812,352.2,38,41,82,1.0789473684210527,2.0,4.295121951219512
134,201901,363.8,41,41,82,1.0,2.0,4.4365853658536585
135,201807,24.4,5,5,7,1.0,1.4,3.4857142857142853
135,201808,33.3,8,8,10,1.0,1.25,3.3299999999999996
135,201809,26.0,4,5,8,1.25,1.6,3.25
135,201810,28.7,6,6,9,1.0,1.5,3.1888888888888887
135,201811,15.7,3,3,5,1.0,1.6666666666666667,3.1399999999999997
135,201812,35.5,7,8,10,1.1428571428571428,1.25,3.55
135,201901,33.1,6,6,9,1.0,1.5,3.677777777777778
136,201807,117.3,26,28,32,1.0769230769230769,1.1428571428571428,3.665625
136,201808,158.9,36,38,44,1.0555555555555556,1.1578947368421053,3.6113636363636363
136,201809,152.20000000000002,28,31,39,1.1071428571428572,1.2580645161290323,3.902564102564103
136,201810,161.20000000000002,36,37,47,1.0277777777777777,1.2702702702702702,3.4297872340425535
136,201811,134.7,31,34,38,1.096774193548387,1.1176470588235294,3.5447368421052627
136,201812,153.6,34,36,42,1.0588235294117647,1.1666666666666667,3.657142857142857
136,201901,99.6,26,26,28,1.0,1.0769230769230769,3.557142857142857
137,201807,963.2,113,134,268,1.1858407079646018,2.0,3.594029850746269
137,201808,857.35,100,125,236,1.25,1.888,3.6328389830508474
137,201809,902.2,90,124,248,1.3777777777777778,2.0,3.637903225806452
137,201810,1001.4,110,140,280,1.2727272727272727,2.0,3.5764285714285715
137,201811,785.0,95,114,228,1.2,2.0,3.442982456140351
137,201812,753.2,91,108,216,1.1868131868131868,2.0,3.4870370370370374
137,201901,938.6,100,127,254,1.27,2.0,3.6952755905511814
138,201807,778.2,87,114,228,1.3103448275862069,2.0,3.4131578947368424
138,201808,660.3,81,98,193,1.2098765432098766,1.969387755102041,3.421243523316062
138,201809,869.8,108,126,252,1.1666666666666667,2.0,3.4515873015873013
138,201810,910.8,103,130,260,1.2621359223300972,2.0,3.503076923076923
138,201811,906.4,101,131,262,1.297029702970297,2.0,3.4595419847328244
138,201812,806.4,97,115,230,1.1855670103092784,2.0,3.506086956521739
138,201901,880.0,95,124,248,1.305263157894737,2.0,3.5483870967741935
139,201807,35.0,8,8,11,1.0,1.375,3.1818181818181817
139,201808,34.1,6,6,9,1.0,1.5,3.788888888888889
139,201809,21.2,4,4,6,1.0,1.5,3.533333333333333
139,201810,38.8,9,9,13,1.0,1.4444444444444444,2.9846153846153842
139,201811,19.3,4,4,6,1.0,1.5,3.216666666666667
139,201812,21.9,5,5,7,1.0,1.4,3.1285714285714286
139,201901,13.600000000000001,3,3,4,1.0,1.3333333333333333,3.4000000000000004
140,201807,8.5,2,2,2,1.0,1.0,4.25
140,201808,24.3,7,7,7,1.0,1.0,3.4714285714285715
140,201809,24.2,5,5,6,1.0,1.2,4.033333333333333
140,201810,29.5,7,7,8,1.0,1.1428571428571428,3.6875
140,201811,23.0,6,6,7,1.0,1.1666666666666667,3.2857142857142856
140,201812,30.3,6,7,7,1.1666666666666667,1.0,4.328571428571428
140,201901,8.7,3,3,3,1.0,1.0,2.9
141,201807,262.6,41,41,59,1.0,1.4390243902439024,4.450847457627119
141,201808,215.1,29,32,51,1.103448275862069,1.59375,4.2176470588235295
141,201809,207.3,30,33,48,1.1,1.4545454545454546,4.3187500000000005
141,201810,260.9,37,39,60,1.054054054054054,1.5384615384615385,4.348333333333333
141,201811,239.20000000000002,31,34,53,1.096774193548387,1.5588235294117647,4.513207547169811
141,201812,320.7,46,48,76,1.0434782608695652,1.5833333333333333,4.219736842105263
141,201901,330.1,46,49,72,1.065217391304348,1.469387755102041,4.584722222222222
142,201807,426.4,47,49,97,1.0425531914893618,1.9795918367346939,4.395876288659793
142,201808,506.6,60,65,115,1.0833333333333333,1.7692307692307692,4.405217391304348
142,201809,385.6,42,46,92,1.0952380952380953,2.0,4.191304347826088
142,201810,439.8,50,51,102,1.02,2.0,4.311764705882353
142,201811,479.6,55,56,112,1.018181818181818,2.0,4.2821428571428575
142,201812,374.0,40,43,86,1.075,2.0,4.348837209302325
142,201901,481.0,51,54,108,1.0588235294117647,2.0,4.453703703703703
143,201807,313.7,35,38,71,1.0857142857142856,1.868421052631579,4.418309859154929
143,201808,375.95,48,49,90,1.0208333333333333,1.836734693877551,4.177222222222222
143,201809,316.5,38,40,74,1.0526315789473684,1.85,4.277027027027027
143,201810,380.90000000000003,44,46,84,1.0454545454545454,1.826086956521739,4.53452380952381
143,201811,345.6,40,41,82,1.025,2.0,4.214634146341464
143,201812,384.9,47,48,91,1.0212765957446808,1.8958333333333333,4.22967032967033
143,201901,355.8,44,45,84,1.0227272727272727,1.8666666666666667,4.235714285714286
144,201807,676.6,79,98,196,1.240506329113924,2.0,3.4520408163265306
144,201808,652.2,83,97,183,1.1686746987951808,1.8865979381443299,3.5639344262295083
144,201809,588.8,71,85,170,1.1971830985915493,2.0,3.4635294117647057
144,201810,720.8,87,102,204,1.1724137931034482,2.0,3.533333333333333
144,201811,697.4,81,100,200,1.2345679012345678,2.0,3.487
144,201812,784.6,90,105,210,1.1666666666666667,2.0,3.7361904761904765
144,201901,659.0,78,102,204,1.3076923076923077,2.0,3.230392156862745
145,201807,347.2,43,45,80,1.0465116279069768,1.7777777777777777,4.34
145,201808,274.2,35,35,64,1.0,1.8285714285714285,4.284375
145,201809,344.8,42,45,80,1.0714285714285714,1.7777777777777777,4.3100000000000005
145,201810,307.9,39,41,70,1.0512820512820513,1.7073170731707317,4.398571428571429
145,201811,296.8,35,37,65,1.0571428571428572,1.7567567567567568,4.5661538461538465
145,201812,266.9,37,37,64,1.0,1.7297297297297298,4.1703125
145,201901,264.8,31,34,60,1.096774193548387,1.7647058823529411,4.413333333333333
146,201807,12.0,3,3,4,1.0,1.3333333333333333,3.0
146,201808,46.5,7,7,12,1.0,1.7142857142857142,3.875
146,201809,20.0,4,4,6,1.0,1.5,3.3333333333333335
146,201810,12.8,3,3,4,1.0,1.3333333333333333,3.2
146,201811,13.399999999999999,3,3,4,1.0,1.3333333333333333,3.3499999999999996
146,201812,11.5,4,4,4,1.0,1.0,2.875
146,201901,40.5,5,5,9,1.0,1.8,4.5
147,201807,692.8,87,100,200,1.1494252873563218,2.0,3.464
147,201808,617.25,77,97,180,1.2597402597402598,1.8556701030927836,3.4291666666666667
147,201809,754.0,86,110,220,1.2790697674418605,2.0,3.4272727272727272
147,201810,921.0,97,134,268,1.3814432989690721,2.0,3.4365671641791047
147,201811,715.6,86,107,214,1.244186046511628,2.0,3.34392523364486
147,201812,799.8,85,109,218,1.2823529411764707,2.0,3.668807339449541
147,201901,818.0,92,113,226,1.2282608695652173,2.0,3.6194690265486726
148,201807,651.5,91,105,152,1.1538461538461537,1.4476190476190476,4.286184210526316
148,201808,707.4,91,108,161,1.1868131868131868,1.4907407407407407,4.393788819875776
148,201809,643.2,90,100,147,1.1111111111111112,1.47,4.375510204081633
148,201810,682.3,94,107,158,1.1382978723404256,1.4766355140186915,4.318354430379746
148,201811,607.1,84,96,142,1.1428571428571428,1.4791666666666667,4.275352112676057
148,201812,831.1,105,128,190,1.2190476190476192,1.484375,4.37421052631579
148,201901,618.4,93,100,144,1.075268817204301,1.44,4.294444444444444
149,201807,377.2,42,42,84,1.0,2.0,4.4904761904761905
149,201808,444.4,52,54,100,1.0384615384615385,1.8518518518518519,4.444
149,201809,382.1,43,45,89,1.0465116279069768,1.9777777777777779,4.293258426966292
149,201810,366.40000000000003,37,42,84,1.135135135135135,2.0,4.361904761904762
149,201811,366.4,39,42,84,1.0769230769230769,2.0,4.3619047619047615
149,201812,350.8,41,42,84,1.024390243902439,2.0,4.1761904761904765
149,201901,409.6,46,47,94,1.0217391304347827,2.0,4.357446808510638
150,201807,407.6,47,47,94,1.0,2.0,4.336170212765958
150,201808,402.9,45,49,93,1.0888888888888888,1.8979591836734695,4.332258064516129
150,201809,391.8,40,43,86,1.075,2.0,4.555813953488372
150,201810,377.0,43,43,84,1.0,1.9534883720930232,4.488095238095238
150,201811,490.40000000000003,52,56,112,1.0769230769230769,2.0,4.378571428571429
150,201812,491.4,50,56,112,1.12,2.0,4.3875
150,201901,397.0,45,49,97,1.0888888888888888,1.9795918367346939,4.092783505154639
151,201807,131.9,28,28,38,1.0,1.3571428571428572,3.4710526315789476
151,201808,131.0,29,33,41,1.1379310344827587,1.2424242424242424,3.1951219512195124
151,201809,121.0,31,33,39,1.064516129032258,1.1818181818181819,3.1025641025641026
151,201810,123.2,28,28,36,1.0,1.2857142857142858,3.4222222222222225
151,201811,121.4,27,29,34,1.0740740740740742,1.1724137931034482,3.570588235294118
151,201812,199.2,46,47,56,1.0217391304347827,1.1914893617021276,3.557142857142857
151,201901,134.0,30,31,37,1.0333333333333334,1.1935483870967742,3.6216216216216215
152,201807,982.6,101,137,274,1.3564356435643565,2.0,3.586131386861314
152,201808,918.3,110,138,266,1.2545454545454546,1.9275362318840579,3.452255639097744
152,201809,851.6,103,125,250,1.2135922330097086,2.0,3.4064
152,201810,886.4,100,128,256,1.28,2.0,3.4625
152,201811,1053.8,113,149,298,1.3185840707964602,2.0,3.536241610738255
152,201812,941.4,106,139,278,1.3113207547169812,2.0,3.3863309352517983
152,201901,1007.6,103,141,282,1.3689320388349515,2.0,3.573049645390071
153,201807,1030.8,104,123,242,1.1826923076923077,1.967479674796748,4.259504132231405
153,201808,968.7,103,114,220,1.1067961165048543,1.9298245614035088,4.403181818181818
153,201809,953.9,96,109,216,1.1354166666666667,1.981651376146789,4.416203703703704
153,201810,1100.6,112,125,249,1.1160714285714286,1.992,4.42008032128514
153,201811,1059.7,98,118,234,1.2040816326530612,1.9830508474576272,4.5286324786324785
153,201812,1165.2,116,135,269,1.1637931034482758,1.9925925925925927,4.331598513011152
153,201901,956.7,96,111,221,1.15625,1.990990990990991,4.3289592760181
154,201807,889.0,89,108,206,1.2134831460674158,1.9074074074074074,4.315533980582524
154,201808,1127.05,118,135,257,1.1440677966101696,1.9037037037037037,4.385408560311284
154,201809,843.1,92,102,196,1.108695652173913,1.9215686274509804,4.301530612244898
154,201810,959.4,105,120,225,1.1428571428571428,1.875,4.264
154,201811,943.5,93,112,213,1.2043010752688172,1.9017857142857142,4.429577464788732
154,201812,1097.1,117,132,252,1.1282051282051282,1.9090909090909092,4.353571428571429
154,201901,1084.3,109,124,240,1.1376146788990826,1.935483870967742,4.517916666666666
155,201807,900.6,98,120,240,1.2244897959183674,2.0,3.7525
155,201808,738.7,88,114,216,1.2954545454545454,1.894736842105263,3.4199074074074076
155,201809,939.6,96,131,262,1.3645833333333333,2.0,3.5862595419847327
155,201810,914.0,105,128,256,1.2190476190476192,2.0,3.5703125
155,201811,835.0,96,124,248,1.2916666666666667,2.0,3.3669354838709675
155,201812,799.8,91,113,226,1.2417582417582418,2.0,3.538938053097345
155,201901,834.6,92,118,236,1.2826086956521738,2.0,3.5364406779661017
156,201807,953.2,104,133,266,1.2788461538461537,2.0,3.5834586466165415
156,201808,896.4,110,132,242,1.2,1.8333333333333333,3.7041322314049587
156,201809,915.2,109,136,272,1.2477064220183487,2.0,3.364705882352941
156,201810,863.8,101,131,262,1.297029702970297,2.0,3.296946564885496
156,201811,796.0,91,111,222,1.2197802197802199,2.0,3.5855855855855854
156,201812,1048.4,119,157,314,1.319327731092437,2.0,3.3388535031847137
156,201901,1084.4,113,154,308,1.3628318584070795,2.0,3.5207792207792212
157,201807,971.0,115,140,280,1.2173913043478262,2.0,3.467857142857143
157,201808,836.2,100,129,243,1.29,1.8837209302325582,3.441152263374486
157,201809,834.4,100,121,242,1.21,2.0,3.4479338842975205
157,201810,870.6,97,122,244,1.2577319587628866,2.0,3.568032786885246
157,201811,885.8,98,123,246,1.2551020408163265,2.0,3.600813008130081
157,201812,941.6,100,134,268,1.34,2.0,3.5134328358208955
157,201901,736.2,89,107,214,1.202247191011236,2.0,3.4401869158878506
158,201807,28.0,5,5,8,1.0,1.6,3.5
158,201808,28.3,7,7,10,1.0,1.4285714285714286,2.83
158,201809,33.9,8,8,12,1.0,1.5,2.8249999999999997
158,201810,30.3,8,8,10,1.0,1.25,3.0300000000000002
158,201811,27.6,5,5,8,1.0,1.6,3.45
158,201812,14.2,2,3,5,1.5,1.6666666666666667,2.84
158,201901,36.6,6,6,10,1.0,1.6666666666666667,3.66
159,201807,21.6,5,5,7,1.0,1.4,3.085714285714286
159,201808,14.7,2,2,3,1.0,1.5,4.8999999999999995
159,201809,56.6,11,11,16,1.0,1.4545454545454546,3.5375
159,201810,18.0,3,3,5,1.0,1.6666666666666667,3.6
159,201811,39.5,9,9,15,1.0,1.6666666666666667,2.6333333333333333
159,201812,11.0,3,3,4,1.0,1.3333333333333333,2.75
159,201901,5.8,2,2,3,1.0,1.5,1.9333333333333333
160,201807,826.0,95,117,234,1.231578947368421,2.0,3.52991452991453
160,201808,701.7,88,103,197,1.1704545454545454,1.912621359223301,3.5619289340101523
160,201809,852.0,89,122,244,1.3707865168539326,2.0,3.4918032786885247
160,201810,856.8,95,118,236,1.2421052631578948,2.0,3.630508474576271
160,201811,899.0,96,127,254,1.3229166666666667,2.0,3.5393700787401574
160,201812,938.4,112,133,266,1.1875,2.0,3.52781954887218
160,201901,854.2,106,123,246,1.1603773584905661,2.0,3.472357723577236
161,201807,35.5,5,5,8,1.0,1.6,4.4375
161,201808,29.900000000000002,7,7,12,1.0,1.7142857142857142,2.4916666666666667
161,201809,49.400000000000006,7,7,13,1.0,1.8571428571428572,3.8000000000000003
161,201810,13.7,3,3,4,1.0,1.3333333333333333,3.425
161,201811,36.2,8,8,11,1.0,1.375,3.290909090909091
161,201812,30.9,7,7,11,1.0,1.5714285714285714,2.809090909090909
161,201901,20.8,5,5,6,1.0,1.2,3.466666666666667
162,201807,834.2,97,118,236,1.2164948453608246,2.0,3.534745762711865
162,201808,831.0,103,122,232,1.1844660194174756,1.901639344262295,3.581896551724138
162,201809,780.0,89,111,222,1.247191011235955,2.0,3.5135135135135136
162,201810,753.0,90,106,212,1.1777777777777778,2.0,3.55188679245283
162,201811,736.2,84,106,212,1.2619047619047619,2.0,3.4726415094339624
162,201812,888.6,106,124,248,1.169811320754717,2.0,3.583064516129032
162,201901,645.4,80,96,192,1.2,2.0,3.361458333333333
163,201807,180.9,29,31,53,1.0689655172413792,1.7096774193548387,3.4132075471698116
163,201808,172.9,29,30,47,1.0344827586206897,1.5666666666666667,3.678723404255319
163,201809,256.3,42,43,69,1.0238095238095237,1.6046511627906976,3.7144927536231886
163,201810,165.7,31,34,55,1.096774193548387,1.6176470588235294,3.0127272727272727
163,201811,245.6,38,42,70,1.105263157894737,1.6666666666666667,3.5085714285714285
163,201812,210.7,32,35,60,1.09375,1.7142857142857142,3.5116666666666663
163,201901,195.7,37,38,56,1.027027027027027,1.4736842105263157,3.494642857142857
164,201807,770.0,89,116,232,1.303370786516854,2.0,3.3189655172413794
164,201808,859.7,104,133,247,1.2788461538461537,1.8571428571428572,3.4805668016194335
164,201809,752.4,88,104,208,1.1818181818181819,2.0,3.6173076923076923
164,201810,788.2,90,110,220,1.2222222222222223,2.0,3.582727272727273
164,201811,729.8,80,102,204,1.275,2.0,3.5774509803921566
164,201812,981.4,111,140,280,1.2612612612612613,2.0,3.505
164,201901,886.2,96,128,256,1.3333333333333333,2.0,3.46171875
165,201807,1406.0,129,162,322,1.255813953488372,1.9876543209876543,4.366459627329193
165,201808,1145.4,104,133,266,1.2788461538461537,2.0,4.306015037593985
165,201809,1250.6,119,141,280,1.184873949579832,1.9858156028368794,4.466428571428571
165,201810,1183.4,114,135,269,1.1842105263157894,1.9925925925925927,4.399256505576209
165,201811,1209.6,121,141,282,1.165289256198347,2.0,4.2893617021276595
165,201812,1192.4,111,132,264,1.1891891891891893,2.0,4.516666666666667
165,201901,1360.8,129,155,308,1.2015503875968991,1.9870967741935484,4.418181818181818
166,201807,1077.0,118,132,239,1.11864406779661,1.8106060606060606,4.506276150627615
166,201808,825.6,90,104,188,1.1555555555555554,1.8076923076923077,4.391489361702128
166,201809,886.3,107,115,206,1.074766355140187,1.791304347826087,4.302427184466019
166,201810,1047.7,109,129,235,1.18348623853211,1.821705426356589,4.458297872340426
166,201811,990.7,113,125,224,1.1061946902654867,1.792,4.4227678571428575
166,201812,922.5,107,119,216,1.1121495327102804,1.815126050420168,4.270833333333333
166,201901,976.9,105,123,217,1.1714285714285715,1.7642276422764227,4.50184331797235
167,201807,215.3,47,49,57,1.0425531914893618,1.163265306122449,3.7771929824561408
167,201808,201.0,34,36,54,1.0588235294117647,1.5,3.7222222222222223
167,201809,200.9,44,48,57,1.0909090909090908,1.1875,3.524561403508772
167,201810,156.0,32,33,41,1.03125,1.2424242424242424,3.8048780487804876
167,201811,171.4,39,44,50,1.1282051282051282,1.1363636363636365,3.428
